UserID,CurrentStatus,Date,Steps,Distance,Floors,Calories,ActivityCalories,ActiveMinutes,Group
6222N98,ACTIVE,1/6/17,17903,7.1,25,2513,1665,164,Open Heart
6222N98,ACTIVE,1/7/17,3334,1.3,1,1556,492,0,Open Heart
6222N98,ACTIVE,1/8/17,7158,2.8,10,1740,711,37,Open Heart
6222N98,ACTIVE,1/9/17,13587,5.4,1,2337,1454,174,Open Heart
6222N98,ACTIVE,1/10/17,15267,6,11,2703,1917,250,Open Heart
6222N98,ACTIVE,1/11/17,18424,7.3,11,2966,2206,251,Open Heart
6222N98,ACTIVE,1/12/17,15401,6.1,8,2476,1616,159,Open Heart
6222N98,ACTIVE,1/13/17,13785,5.4,27,2433,1581,144,Open Heart
6222N98,ACTIVE,1/14/17,17087,7.1,0,2198,1225,185,Open Heart
6222N98,ACTIVE,1/15/17,16263,6.5,2,2005,1004,143,Open Heart
6222N98,ACTIVE,1/16/17,13518,5.3,18,2611,1760,176,Open Heart
6222N98,ACTIVE,1/17/17,12007,4.8,41,2507,1653,178,Open Heart
6222N98,ACTIVE,1/18/17,12256,4.8,8,2423,1559,160,Open Heart
6222HRJ,ACTIVE,1/4/17,4970,2.1,0,2214,939,10,Human Resources
6222HRJ,ACTIVE,1/5/17,7519,3.2,1,2268,984,0,Human Resources
6222HRJ,ACTIVE,1/6/17,3325,1.4,3,1908,552,0,Human Resources
6222HRJ,ACTIVE,1/7/17,4005,1.7,3,1993,634,0,Human Resources
6222HRJ,ACTIVE,1/8/17,2314,1,0,1731,325,0,Human Resources
6222HRJ,ACTIVE,1/9/17,5020,2,4,2020,686,0,Human Resources
6222HRJ,ACTIVE,1/10/17,9036,3.5,5,2344,1084,10,Human Resources
6222HRJ,ACTIVE,1/11/17,6310,2.7,1,2095,773,28,Human Resources
6222HRJ,ACTIVE,1/12/17,6882,2.9,9,2250,967,22,Human Resources
6222HRJ,ACTIVE,1/13/17,3183,1.3,1,1948,611,0,Human Resources
6222HRJ,ACTIVE,1/14/17,4180,1.8,0,1968,595,0,Human Resources
6222HRJ,ACTIVE,1/15/17,2906,1.2,1,1820,416,10,Human Resources
6222HRJ,ACTIVE,1/16/17,3786,1.6,0,2009,685,0,Human Resources
6222HRJ,ACTIVE,1/17/17,6640,2.8,1,2206,924,0,Human Resources
6222HRJ,ACTIVE,1/18/17,5741,2.4,2,1826,788,0,Human Resources
6222FC4,ACTIVE,1/4/17,4295,1.5,2,2466,830,26,HVI
6222FC4,ACTIVE,1/5/17,8783,3.1,2,3052,1603,25,HVI
6222FC4,ACTIVE,1/6/17,7230,2.6,4,2763,1239,9,HVI
6222FC4,ACTIVE,1/7/17,166,0,0,1841,39,0,HVI
6222FC4,ACTIVE,1/8/17,,,,,,,HVI
6222FC4,ACTIVE,1/9/17,9577,3.5,15,2962,1480,34,HVI
6222FC4,ACTIVE,1/10/17,7960,2.8,4,2866,1326,12,HVI
6222FC4,ACTIVE,1/11/17,9721,3.5,2,3152,1719,0,HVI
6222FC4,ACTIVE,1/12/17,6152,2.2,2,2635,1088,0,HVI
6222FC4,ACTIVE,1/13/17,2928,1.1,1,2182,492,10,HVI
6222FC4,ACTIVE,1/14/17,,,,,,,HVI
6222FC4,ACTIVE,1/15/17,,,,,,,HVI
6222FC4,ACTIVE,1/16/17,9,0,0,1485,7,0,HVI
6222CMR,ACTIVE,1/4/17,10542,4.5,1,3032,1937,170,8ET
6222CMR,ACTIVE,1/5/17,12201,5.2,3,2896,1790,153,8ET
6222CMR,ACTIVE,1/6/17,11740,5,5,3094,2034,120,8ET
6222CMR,ACTIVE,1/7/17,11882,5.2,0,2511,1316,62,8ET
6222CMR,ACTIVE,1/8/17,10676,4.6,0,2502,1338,92,8ET
6222CMR,ACTIVE,1/9/17,12922,5.5,1,2727,1558,85,8ET
6222CMR,ACTIVE,1/10/17,15217,6.5,2,3125,2040,138,8ET
6222CMR,ACTIVE,1/11/17,14858,6.4,4,3537,2552,266,8ET
6222CMR,ACTIVE,1/12/17,12760,5.5,3,2836,1721,61,8ET
6222CMR,ACTIVE,1/13/17,11337,4.9,0,2348,1116,19,8ET
6222CMR,ACTIVE,1/14/17,10403,4.5,3,2314,1116,42,8ET
6222CMR,ACTIVE,1/15/17,10942,4.7,0,2374,1154,38,8ET
6222CMR,ACTIVE,1/16/17,10992,4.8,0,2455,1250,54,8ET
6222CMR,ACTIVE,1/17/17,11573,5,1,2438,1243,26,8ET
6222CMR,ACTIVE,1/18/17,17920,7.7,3,2917,1886,52,8ET
6222D3W,ACTIVE,1/3/17,3392,1.5,3,1848,528,0,8ET
6222D3W,ACTIVE,1/4/17,5201,2.3,11,1948,647,0,8ET
6222D3W,ACTIVE,1/5/17,5902,2.6,0,2121,884,22,8ET
6222D3W,ACTIVE,1/6/17,2078,0.9,0,1731,355,0,8ET
6222D3W,ACTIVE,1/7/17,2627,1.1,0,1796,497,0,8ET
6222D3W,ACTIVE,1/8/17,3111,1.4,0,1886,608,0,8ET
6222D3W,ACTIVE,1/9/17,4163,1.8,0,1903,600,0,8ET
6222D3W,ACTIVE,1/10/17,3603,1.6,0,1878,582,9,8ET
6222D3W,ACTIVE,1/11/17,4406,1.9,0,1955,683,0,8ET
6222D3W,ACTIVE,1/12/17,2985,1.3,0,1751,398,0,8ET
6222D3W,ACTIVE,1/13/17,4753,2.1,15,2037,733,0,8ET
6222D3W,ACTIVE,1/14/17,6226,2.7,11,2107,890,0,8ET
6222D3W,ACTIVE,1/15/17,4581,2,2,1910,615,9,8ET
6222D3W,ACTIVE,1/16/17,11703,5.1,6,2464,1374,0,8ET
6222D3W,ACTIVE,1/17/17,10579,4.6,7,1985,1235,9,8ET
6222HWD,ACTIVE,1/3/17,8720,3.9,3,2366,1131,0,8CYT
6222HWD,ACTIVE,1/4/17,,,,,,,8CYT
6222HWD,ACTIVE,1/5/17,5860,2.6,9,2050,648,19,8CYT
6222HWD,ACTIVE,1/6/17,11983,5.4,1,2560,1356,19,8CYT
6222HWD,ACTIVE,1/7/17,7653,3.4,0,2385,1156,0,8CYT
6222HWD,ACTIVE,1/8/17,11,0,0,1560,5,0,8CYT
6222HWD,ACTIVE,1/9/17,8644,3.9,2,2407,1203,0,8CYT
6222HWD,ACTIVE,1/10/17,8978,4,4,2408,1176,0,8CYT
6222HWD,ACTIVE,1/11/17,9221,4.1,2,2501,1310,0,8CYT
6222HWD,ACTIVE,1/12/17,6125,2.8,7,2056,684,10,8CYT
6222HWD,ACTIVE,1/13/17,,,,,,,8CYT
6222HWD,ACTIVE,1/16/17,,,,,,,8CYT
6222HWD,ACTIVE,1/17/17,7206,3.2,2,1750,710,47,8CYT
6222CZP,ACTIVE,1/3/17,7718,3.3,3,2268,997,9,Pharmacy Main
6222CZP,ACTIVE,1/4/17,4934,2.1,0,2067,739,0,Pharmacy Main
6222CZP,ACTIVE,1/5/17,4033,1.7,0,1995,658,0,Pharmacy Main
6222CZP,ACTIVE,1/6/17,3352,1.4,4,2005,525,0,Pharmacy Main
6222CZP,ACTIVE,1/7/17,9466,4.1,9,2644,1454,7,Pharmacy Main
6222CZP,ACTIVE,1/8/17,11820,5.1,8,3175,2117,39,Pharmacy Main
6222CZP,ACTIVE,1/9/17,5565,2.4,2,2323,982,0,Pharmacy Main
6222CZP,ACTIVE,1/10/17,6097,2.6,0,2289,924,15,Pharmacy Main
6222CZP,ACTIVE,1/11/17,4318,1.9,0,2126,687,0,Pharmacy Main
6222CZP,ACTIVE,1/12/17,7383,3.2,1,2497,1208,22,Pharmacy Main
6222CZP,ACTIVE,1/13/17,5403,2.3,0,2321,974,0,Pharmacy Main
6222CZP,ACTIVE,1/14/17,5866,2.5,1,2320,978,0,Pharmacy Main
6222CZP,ACTIVE,1/15/17,4834,2.1,1,2184,807,0,Pharmacy Main
6222CZP,ACTIVE,1/16/17,4683,2,2,2128,689,0,Pharmacy Main
6222CZP,ACTIVE,1/17/17,12914,5.6,16,3174,2114,60,Pharmacy Main
6222CZP,ACTIVE,1/18/17,9384,4,9,2549,1289,9,Pharmacy Main
6222CZP,ACTIVE,1/19/17,760,0.3,0,457,118,0,Pharmacy Main
6223VTC,ACTIVE,1/3/17,5479,2.3,7,2011,783,41,Supply Chain
6223VTC,ACTIVE,1/4/17,8999,4.9,4,2365,1173,52,Supply Chain
6223VTC,ACTIVE,1/5/17,7175,3.1,9,1997,799,0,Supply Chain
6223VTC,ACTIVE,1/6/17,4081,1.7,6,1897,630,31,Supply Chain
6223VTC,ACTIVE,1/7/17,8348,3.6,1,2473,1394,58,Supply Chain
6223VTC,ACTIVE,1/8/17,8181,3.5,2,2227,1083,45,Supply Chain
6223VTC,ACTIVE,1/9/17,5129,2.2,6,1975,762,10,Supply Chain
6223VTC,ACTIVE,1/10/17,3395,1.5,5,1743,467,0,Supply Chain
6223VTC,ACTIVE,1/11/17,9575,4.6,4,2202,1026,38,Supply Chain
6223VTC,ACTIVE,1/12/17,10465,5.6,6,2296,1136,55,Supply Chain
6223VTC,ACTIVE,1/13/17,11897,6.2,4,2912,1895,95,Supply Chain
6223VTC,ACTIVE,1/14/17,942,0.4,0,1679,323,0,Supply Chain
6223VTC,ACTIVE,1/15/17,6874,3,4,2170,1041,0,Supply Chain
6223VTC,ACTIVE,1/16/17,11119,5.8,6,2396,1228,83,Supply Chain
6223VTC,ACTIVE,1/17/17,10030,5,7,2297,1150,59,Supply Chain
6223VTC,ACTIVE,1/18/17,8938,3.9,4,2206,1034,34,Supply Chain
6223VTC,ACTIVE,1/19/17,,,,,,,Supply Chain
6222C7L,ACTIVE,1/3/17,7686,3.2,2,2223,991,12,CBO
6222C7L,ACTIVE,1/4/17,4168,1.7,0,1901,566,0,CBO
6222C7L,ACTIVE,1/5/17,10186,4.2,3,2562,1420,35,CBO
6222C7L,ACTIVE,1/6/17,10038,4.2,1,2375,1140,27,CBO
6222C7L,ACTIVE,1/7/17,9079,3.8,1,2321,1151,47,CBO
6222C7L,ACTIVE,1/8/17,3143,1.3,0,1810,474,12,CBO
6222C7L,ACTIVE,1/9/17,11274,4.7,4,2495,1295,52,CBO
6222C7L,ACTIVE,1/10/17,12122,5.1,1,2715,1510,50,CBO
6222C7L,ACTIVE,1/11/17,10419,4.3,2,2700,1469,61,CBO
6222C7L,ACTIVE,1/12/17,8595,3.6,1,2299,1051,56,CBO
6222C7L,ACTIVE,1/13/17,7309,3,2,2223,988,0,CBO
6222C7L,ACTIVE,1/14/17,309,0.1,0,1472,59,0,CBO
6222C7L,ACTIVE,1/15/17,40,0,0,1433,3,0,CBO
6222C7L,ACTIVE,1/16/17,9162,3.8,2,2358,1113,52,CBO
6222C7L,ACTIVE,1/17/17,9049,3.7,1,2321,1089,36,CBO
6222C7L,ACTIVE,1/18/17,9346,3.9,1,2515,1313,37,CBO
6222C7L,ACTIVE,1/19/17,199,0.1,0,378,34,0,CBO
6222GKN,ACTIVE,1/3/17,7337,3.1,0,2802,1276,9,Neuro/Uro
6222GKN,ACTIVE,1/4/17,9129,3.8,2,2828,1390,0,Neuro/Uro
6222GKN,ACTIVE,1/5/17,,,,,,,Neuro/Uro
6222GKN,ACTIVE,1/6/17,9240,3.8,0,3197,1888,0,Neuro/Uro
6222GKN,ACTIVE,1/7/17,,,,,,,Neuro/Uro
6222GKN,ACTIVE,1/8/17,,,,,,,Neuro/Uro
6222GKN,ACTIVE,1/9/17,8054,3.3,0,2679,1210,0,Neuro/Uro
6222GKN,ACTIVE,1/10/17,1818,0.8,1,2074,432,0,Neuro/Uro
6222GKN,ACTIVE,1/11/17,24,0,0,1705,6,0,Neuro/Uro
6222HPB,ACTIVE,1/3/17,12030,4.9,5,2339,1291,0,8CYT
6222HPB,ACTIVE,1/4/17,13234,5.3,4,2389,1396,6,8CYT
6222HPB,ACTIVE,1/5/17,34507,14.1,25,3336,2392,303,8CYT
6222HPB,ACTIVE,1/6/17,25596,10.6,8,3236,2298,181,8CYT
6222HPB,ACTIVE,1/7/17,21963,9.2,5,3007,1965,137,8CYT
6222HPB,ACTIVE,1/8/17,17627,7.2,9,2528,1409,133,8CYT
6222HPB,ACTIVE,1/9/17,6911,2.8,0,1997,802,29,8CYT
6222HPB,ACTIVE,1/10/17,24402,11.3,2,2823,1737,188,8CYT
6222HPB,ACTIVE,1/11/17,11302,4.6,3,2443,1415,33,8CYT
6222HPB,ACTIVE,1/12/17,9580,3.9,1,2225,1164,9,8CYT
6222HPB,ACTIVE,1/13/17,12186,4.9,4,2365,1372,9,8CYT
6222HPB,ACTIVE,1/14/17,2702,1.1,0,1671,424,0,8CYT
6222HPB,ACTIVE,1/15/17,2403,1,0,1664,405,0,8CYT
6222HPB,ACTIVE,1/16/17,11281,4.6,2,2335,1277,20,8CYT
6222HPB,ACTIVE,1/17/17,9721,3.9,0,2260,1174,0,8CYT
6222HPB,ACTIVE,1/18/17,11441,4.6,3,2260,1204,0,8CYT
6222HPB,ACTIVE,1/19/17,,,,,,,8CYT
6223CWM,ACTIVE,1/3/17,2914,1.2,6,1396,0,0,Patient Financial Service
6223CWM,ACTIVE,1/4/17,5682,2.3,5,1872,592,11,Patient Financial Service
6223CWM,ACTIVE,1/5/17,6946,2.9,5,1970,727,11,Patient Financial Service
6223CWM,ACTIVE,1/6/17,6814,2.8,7,1874,586,33,Patient Financial Service
6223CWM,ACTIVE,1/7/17,3471,1.4,6,1766,478,0,Patient Financial Service
6223CWM,ACTIVE,1/8/17,2684,1.1,5,1705,360,0,Patient Financial Service
6223CWM,ACTIVE,1/9/17,4303,1.8,6,1752,497,10,Patient Financial Service
6223CWM,ACTIVE,1/10/17,13180,5.4,15,2224,1067,78,Patient Financial Service
6223CWM,ACTIVE,1/11/17,8678,3.6,7,2047,858,49,Patient Financial Service
6223CWM,ACTIVE,1/12/17,7019,2.9,1,1869,623,37,Patient Financial Service
6223CWM,ACTIVE,1/13/17,9185,3.8,4,1912,680,66,Patient Financial Service
6223CWM,ACTIVE,1/14/17,,,,,,,Patient Financial Service
6223CWM,ACTIVE,1/15/17,,,,,,,Patient Financial Service
6223CWM,ACTIVE,1/16/17,,,,,,,Patient Financial Service
6223CWM,ACTIVE,1/17/17,4272,1.8,2,1748,442,22,Patient Financial Service
6223CWM,ACTIVE,1/18/17,6664,2.7,0,1284,455,37,Patient Financial Service
6222HMB,ACTIVE,1/3/17,12196,5.6,9,2974,1483,64,Clinical and Business Sys
6222HMB,ACTIVE,1/4/17,13007,5.6,8,3169,1777,91,Clinical and Business Sys
6222HMB,ACTIVE,1/5/17,5592,2.4,5,2529,1068,29,Clinical and Business Sys
6222HMB,ACTIVE,1/6/17,6887,3,5,2557,1153,8,Clinical and Business Sys
6222HMB,ACTIVE,1/7/17,7012,3,1,2897,1486,69,Clinical and Business Sys
6222HMB,ACTIVE,1/8/17,11047,5,1,3128,1721,121,Clinical and Business Sys
6222HMB,ACTIVE,1/9/17,10613,4.6,10,3040,1647,76,Clinical and Business Sys
6222HMB,ACTIVE,1/10/17,13500,5.9,9,2924,1457,90,Clinical and Business Sys
6222HMB,ACTIVE,1/11/17,7371,3.3,7,2678,1223,51,Clinical and Business Sys
6222HMB,ACTIVE,1/12/17,13067,5.9,8,3139,1732,97,Clinical and Business Sys
6222HMB,ACTIVE,1/13/17,19509,8.8,11,3559,2186,95,Clinical and Business Sys
6222HMB,ACTIVE,1/14/17,8297,3.6,1,2813,1236,36,Clinical and Business Sys
6222HMB,ACTIVE,1/15/17,13112,5.7,1,3036,1654,117,Clinical and Business Sys
6222HMB,ACTIVE,1/16/17,13398,5.8,6,3048,1655,72,Clinical and Business Sys
6222HMB,ACTIVE,1/17/17,14194,6.2,9,3213,1847,118,Clinical and Business Sys
6222HMB,ACTIVE,1/18/17,14031,6.1,6,3040,1631,69,Clinical and Business Sys
6222HMB,ACTIVE,1/19/17,275,0.1,0,490,86,0,Clinical and Business Sys
6222HBX,ACTIVE,1/1/17,3618,1.6,0,2330,659,0,Patient Financial Service
6222HBX,ACTIVE,1/2/17,3096,1.3,0,2327,653,0,Patient Financial Service
6222HBX,ACTIVE,1/3/17,4218,1.8,3,2433,701,0,Patient Financial Service
6222HBX,ACTIVE,1/4/17,6443,2.8,1,2541,916,0,Patient Financial Service
6222HBX,ACTIVE,1/5/17,5464,2.3,3,2617,948,18,Patient Financial Service
6222HBX,ACTIVE,1/6/17,1692,0.7,0,2089,370,0,Patient Financial Service
6222HBX,ACTIVE,1/7/17,3150,1.4,0,2529,846,0,Patient Financial Service
6222HBX,ACTIVE,1/8/17,1553,0.7,0,2082,367,0,Patient Financial Service
6222HBX,ACTIVE,1/9/17,5489,2.4,2,2968,1295,7,Patient Financial Service
6222HBX,ACTIVE,1/10/17,3313,1.4,1,2377,644,9,Patient Financial Service
6222HBX,ACTIVE,1/11/17,3560,1.5,1,2380,688,0,Patient Financial Service
6222HBX,ACTIVE,1/12/17,6110,2.6,0,2654,1003,0,Patient Financial Service
6222HBX,ACTIVE,1/13/17,5815,2.5,2,2629,958,10,Patient Financial Service
6222HBX,ACTIVE,1/14/17,3909,1.7,0,2286,661,0,Patient Financial Service
6222HBX,ACTIVE,1/15/17,1600,0.7,0,2126,402,0,Patient Financial Service
6222HBX,ACTIVE,1/16/17,3532,1.5,0,2287,630,0,Patient Financial Service
6222HBX,ACTIVE,1/17/17,5061,2.2,1,2471,809,0,Patient Financial Service
6222HBX,ACTIVE,1/18/17,6567,2.8,0,2695,1061,11,Patient Financial Service
6222HBX,ACTIVE,1/19/17,151,0.1,0,294,48,0,Patient Financial Service
62232TM,ACTIVE,1/1/17,2827,1.2,0,1789,387,0,Open Heart
62232TM,ACTIVE,1/2/17,8001,3.5,5,2353,1042,49,Open Heart
62232TM,ACTIVE,1/3/17,10982,4.7,11,2559,1406,0,Open Heart
62232TM,ACTIVE,1/4/17,5358,2.3,1,1952,602,16,Open Heart
62232TM,ACTIVE,1/5/17,13007,5.6,7,2871,1693,44,Open Heart
62232TM,ACTIVE,1/6/17,8102,3.5,2,2227,961,27,Open Heart
62232TM,ACTIVE,1/7/17,10003,4.3,7,2750,1661,16,Open Heart
62232TM,ACTIVE,1/8/17,,,,,,,Open Heart
62232TM,ACTIVE,1/9/17,7601,3.3,7,2271,1004,0,Open Heart
62232TM,ACTIVE,1/10/17,6210,2.7,5,2241,888,0,Open Heart
62232TM,ACTIVE,1/11/17,7529,3.3,0,2343,986,51,Open Heart
62232TM,ACTIVE,1/12/17,11769,5.2,10,2747,1490,49,Open Heart
62232TM,ACTIVE,1/13/17,10564,4.4,5,2497,1291,14,Open Heart
62232TM,ACTIVE,1/14/17,8339,3.6,0,2373,1095,34,Open Heart
62232TM,ACTIVE,1/15/17,,,,,,,Open Heart
62232TM,ACTIVE,1/16/17,,,,,,,Open Heart
62232TM,ACTIVE,1/17/17,6830,2.9,0,2250,1137,38,Open Heart
6222HVD,ACTIVE,1/3/17,14962,6.3,22,3485,2024,49,OR Main
6222HVD,ACTIVE,1/4/17,21312,9.2,43,4211,2839,86,OR Main
6222HVD,ACTIVE,1/5/17,15636,6.5,6,3917,2491,61,OR Main
6222HVD,ACTIVE,1/6/17,10097,4,12,3323,1806,0,OR Main
6222HVD,ACTIVE,1/7/17,5065,2,5,2560,835,8,OR Main
6222HVD,ACTIVE,1/8/17,13247,5.5,12,3270,1796,51,OR Main
6222HVD,ACTIVE,1/9/17,9552,3.9,12,2942,1375,40,OR Main
6222HVD,ACTIVE,1/10/17,11091,4.4,13,3542,2150,27,OR Main
6222HVD,ACTIVE,1/11/17,30515,13.4,103,4945,3701,196,OR Main
6222HVD,ACTIVE,1/12/17,18813,7.6,40,4084,2796,107,OR Main
6222HVD,ACTIVE,1/13/17,13654,5.4,10,3373,2011,13,OR Main
6222HVD,ACTIVE,1/14/17,11657,4.8,3,3591,2028,104,OR Main
6222HVD,ACTIVE,1/15/17,5638,2.2,2,2706,1035,0,OR Main
6222HVD,ACTIVE,1/16/17,8131,3.2,14,2847,1276,5,OR Main
6222HVD,ACTIVE,1/17/17,12571,5.1,37,3192,1726,23,OR Main
6222HVD,ACTIVE,1/18/17,11307,4.5,8,3050,1636,11,OR Main
6222HLV,ACTIVE,1/3/17,,,,,,,8CYT
6222HLV,ACTIVE,1/4/17,20374,8.9,8,2864,1890,91,8CYT
6222HLV,ACTIVE,1/5/17,19079,8.2,7,2866,1902,73,8CYT
6222HLV,ACTIVE,1/6/17,5699,2.4,8,2035,842,6,8CYT
6222HLV,ACTIVE,1/7/17,2617,1.1,6,1682,359,0,8CYT
6222HLV,ACTIVE,1/8/17,,,,,,,8CYT
6222HLV,ACTIVE,1/9/17,,,,,,,8CYT
6222HLV,ACTIVE,1/10/17,,,,,,,8CYT
6222HLV,ACTIVE,1/11/17,,,,,,,8CYT
6222HLV,ACTIVE,1/12/17,,,,,,,8CYT
6222HLV,ACTIVE,1/13/17,,,,,,,8CYT
6222HLV,ACTIVE,1/14/17,,,,,,,8CYT
6222HLV,ACTIVE,1/15/17,,,,,,,8CYT
6222HLV,ACTIVE,1/16/17,,,,,,,8CYT
6222HLV,ACTIVE,1/17/17,,,,,,,8CYT
6222HLV,ACTIVE,1/18/17,17532,7.5,12,3008,2130,89,8CYT
6222F67,ACTIVE,1/3/17,3015,1.3,,1933,517,0,Community Medical Clinic
6222F67,ACTIVE,1/4/17,4322,1.8,,2012,602,17,Community Medical Clinic
6222F67,ACTIVE,1/5/17,4085,1.7,,1982,569,0,Community Medical Clinic
6222F67,ACTIVE,1/6/17,2823,1.2,,1864,398,0,Community Medical Clinic
6222F67,ACTIVE,1/7/17,3418,1.4,,1927,482,8,Community Medical Clinic
6222F67,ACTIVE,1/8/17,5394,2.3,,2139,797,17,Community Medical Clinic
6222F67,ACTIVE,1/9/17,5621,2.4,,2187,876,17,Community Medical Clinic
6222F67,ACTIVE,1/10/17,5488,2.3,,2097,725,19,Community Medical Clinic
6222F67,ACTIVE,1/11/17,5390,2.3,,2074,678,19,Community Medical Clinic
6222F67,ACTIVE,1/12/17,1971,0.8,,1815,336,0,Community Medical Clinic
6222F67,ACTIVE,1/13/17,5089,2.2,,2093,739,0,Community Medical Clinic
6222F67,ACTIVE,1/14/17,4545,1.9,,2068,708,0,Community Medical Clinic
6222F67,ACTIVE,1/15/17,4826,2,,2065,680,14,Community Medical Clinic
6222F67,ACTIVE,1/16/17,1171,0.5,,1731,208,0,Community Medical Clinic
6222F67,ACTIVE,1/17/17,8,0,,1594,0,0,Community Medical Clinic
6222F67,ACTIVE,1/18/17,,,,,,,Community Medical Clinic
62245Z8,ACTIVE,1/1/17,4603,2.1,0,2351,1197,48,HVI
62245Z8,ACTIVE,1/2/17,7017,3.2,1,2231,1018,0,HVI
62245Z8,ACTIVE,1/3/17,4164,1.9,0,1916,642,11,HVI
62245Z8,ACTIVE,1/4/17,5104,2.3,1,2070,800,0,HVI
62245Z8,ACTIVE,1/5/17,7210,3.2,0,2176,1002,7,HVI
62245Z8,ACTIVE,1/6/17,3877,1.7,0,1962,667,9,HVI
62245Z8,ACTIVE,1/7/17,4793,2.2,3,2084,799,16,HVI
62245Z8,ACTIVE,1/8/17,7449,3.3,0,2122,919,9,HVI
62245Z8,ACTIVE,1/9/17,5295,2.4,3,2019,747,0,HVI
62245Z8,ACTIVE,1/10/17,6545,3,0,2031,789,8,HVI
62245Z8,ACTIVE,1/11/17,4452,2,0,1935,672,0,HVI
62245Z8,ACTIVE,1/12/17,4282,1.9,0,1950,722,0,HVI
62245Z8,ACTIVE,1/13/17,4030,1.8,1,1970,709,18,HVI
62245Z8,ACTIVE,1/14/17,9144,4.1,1,2845,1839,56,HVI
62245Z8,ACTIVE,1/15/17,7287,3.3,1,2332,1111,25,HVI
62245Z8,ACTIVE,1/16/17,2644,1.2,0,1755,449,0,HVI
62245Z8,ACTIVE,1/17/17,4256,1.9,0,1883,632,0,HVI
62245Z8,ACTIVE,1/18/17,1948,0.9,0,913,265,0,HVI
6222D46,ACTIVE,1/3/17,10218,4,3,933,427,0,PT Main Campus
6222D46,ACTIVE,1/4/17,10276,4.3,4,867,380,0,PT Main Campus
6222D46,ACTIVE,1/5/17,13270,5.6,5,887,426,0,PT Main Campus
6222D46,ACTIVE,1/6/17,7933,3.3,2,819,307,0,PT Main Campus
6222D46,ACTIVE,1/7/17,11980,5,2,860,367,0,PT Main Campus
6222D46,ACTIVE,1/8/17,7661,3.2,2,791,258,0,PT Main Campus
6222D46,ACTIVE,1/9/17,10341,4.3,0,860,368,0,PT Main Campus
6222D46,ACTIVE,1/10/17,9069,3.8,11,832,310,0,PT Main Campus
6222D46,ACTIVE,1/11/17,10065,4.2,6,881,400,0,PT Main Campus
6222D46,ACTIVE,1/12/17,10028,4.2,2,828,314,0,PT Main Campus
6222D46,ACTIVE,1/13/17,13462,5.6,4,946,496,0,PT Main Campus
6222D46,ACTIVE,1/14/17,10433,4.4,0,810,292,0,PT Main Campus
6222D46,ACTIVE,1/15/17,13967,5.8,3,914,453,0,PT Main Campus
6222D46,ACTIVE,1/16/17,7814,3.3,1,816,315,0,PT Main Campus
6222D46,ACTIVE,1/17/17,6668,2.8,0,791,264,0,PT Main Campus
6222D46,ACTIVE,1/18/17,7764,3.3,0,784,261,0,PT Main Campus
6222D46,ACTIVE,1/19/17,,,,,,,PT Main Campus
62248PH,ACTIVE,1/3/17,5542,2.3,4,1962,882,0,Respiratory Main
62248PH,ACTIVE,1/4/17,5490,2.3,9,1926,800,21,Respiratory Main
62248PH,ACTIVE,1/5/17,4244,1.8,1,1793,630,0,Respiratory Main
62248PH,ACTIVE,1/6/17,8542,3.6,7,2249,1207,49,Respiratory Main
62248PH,ACTIVE,1/7/17,6661,2.8,3,1974,900,37,Respiratory Main
62248PH,ACTIVE,1/8/17,5229,2.2,0,1990,934,48,Respiratory Main
62248PH,ACTIVE,1/9/17,5299,2.2,3,2007,920,12,Respiratory Main
62248PH,ACTIVE,1/10/17,4859,2,2,1906,724,33,Respiratory Main
62248PH,ACTIVE,1/11/17,6875,2.9,6,2251,1248,67,Respiratory Main
62248PH,ACTIVE,1/12/17,397,0.2,0,1369,74,0,Respiratory Main
62248PH,ACTIVE,1/13/17,6026,2.5,8,1939,810,0,Respiratory Main
62248PH,ACTIVE,1/14/17,2129,0.9,0,877,313,0,Respiratory Main
62248PH,ACTIVE,1/16/17,6835,2.9,3,2003,26,0,Respiratory Main
62248PH,ACTIVE,1/17/17,3592,1.5,4,1673,472,11,Respiratory Main
62248PH,ACTIVE,1/18/17,3051,1.3,5,1242,321,0,Respiratory Main
6222GK2,ACTIVE,1/3/17,6683,2.2,1,2623,1596,35,University Pkwy
6222GK2,ACTIVE,1/4/17,11252,4.9,3,2637,1486,84,University Pkwy
6222GK2,ACTIVE,1/5/17,11480,4.9,6,2690,1539,89,University Pkwy
6222GK2,ACTIVE,1/6/17,14050,6.7,5,2710,1574,75,University Pkwy
6222GK2,ACTIVE,1/7/17,8266,2.7,0,2559,1593,13,University Pkwy
6222GK2,ACTIVE,1/8/17,7471,2.5,1,2402,1380,15,University Pkwy
6222GK2,ACTIVE,1/9/17,11160,4.8,11,2441,1303,87,University Pkwy
6222GK2,ACTIVE,1/10/17,8435,2.8,1,2829,1890,41,University Pkwy
6222GK2,ACTIVE,1/11/17,12056,4.7,5,2459,1318,109,University Pkwy
6222GK2,ACTIVE,1/12/17,8612,2.9,0,2516,1541,43,University Pkwy
6222GK2,ACTIVE,1/13/17,19730,8.6,22,2982,1927,106,University Pkwy
6222GK2,ACTIVE,1/14/17,5372,1.9,3,2017,797,34,University Pkwy
6222GK2,ACTIVE,1/15/17,2537,0.8,1,1781,452,0,University Pkwy
6222GK2,ACTIVE,1/16/17,11136,4.7,1,2363,1200,51,University Pkwy
